description,category,amount,timestamp
Gym membership,Transportation,102.28,2025-01-12 03:11:49
Amazon,,222.24,2023-09-07 11:39:47
Gas @ Chevron,Food,69.33,2023-05-05 05:21:33
Electricity bill,Fitness,265.46,2022-12-02 17:57:50
Movie ticket,Health,298.89,2022-05-25 22:46:16
Subscription,Fitness,120.61,2023-06-17 07:14:45
Clothing purchase,Entertainment,277.17,2023-11-01 22:53:41
Clothing purchase,Shopping,11.13,2023-11-15 19:29:09
Airbnb stay,Entertainment,227.42,2024-11-03 07:02:09
Clothing purchase,Shopping,142.18,2022-11-18 02:37:01
Subscription,Travel,181.02,2025-03-09 01:41:09
Dinner at restaurant,Health,79.35,2024-11-28 12:57:52
Coffee,Fitness,287.86,2025-02-04 20:01:47
Uber ride,Travel,67.02,2022-05-17 16:08:55
Dinner at restaurant,Fitness,82.91,2023-04-07 01:59:25
Online course,Food,293.18,2022-11-05 19:38:42
Flight ticket,Shopping,265.2,2023-03-01 04:36:01
Flight ticket,Entertainment,64.01,2024-10-04 15:59:48
Uber ride,Utilities,244.97,2024-10-15 07:34:27
Subscription,Travel,231.51,2024-09-09 02:20:35
Uber ride,Health,278.66,2024-02-23 05:10:51
Amazon,,103.17,2022-11-27 08:23:47
Dinner at restaurant,Transportation,100.99,2023-12-26 02:16:17
Groceries,Entertainment,8.15,2024-10-17 06:19:21
Gas @ Chevron,Transportation,185.89,2025-03-05 12:08:11
Flight ticket,Shopping,29.38,2024-09-16 03:54:12
Coffee,Health,85.21,2023-02-23 22:39:22
Groceries,Utilities,101.95,2023-04-02 19:52:44
Airbnb stay,Transportation,85.14,2025-03-27 04:41:28
Clothing purchase,Transportation,238.29,2022-06-20 02:32:39
Amazon,,128.22,2025-01-26 13:30:06
Subscription,Transportation,278.29,2022-08-29 12:36:13
Dinner at restaurant,Utilities,258.47,2022-12-29 08:16:11
Movie ticket,Travel,210.77,2024-05-28 18:56:52
Movie ticket,Utilities,54.96,2024-04-26 23:19:45
Airbnb stay,Utilities,186.39,2024-11-06 17:10:49
Subscription,Utilities,232.67,2023-07-06 10:29:12
Movie ticket,Food,33.14,2023-04-28 02:22:50
Movie ticket,Fitness,68.93,2022-12-08 00:23:09
Clothing purchase,Entertainment,259.3,2023-12-30 01:08:51
Amazon,,149.5,2024-01-22 01:23:23
Electricity bill,Fitness,291.41,2023-12-07 04:58:10
Uber ride,Travel,18.66,2023-12-15 23:09:40
Coffee,Fitness,266.36,2024-11-07 06:39:47
Amazon,,62.4,2024-01-06 10:52:26
Car repair,Food,160.15,2023-01-20 17:26:45
Gas @ Chevron,Shopping,81.64,2023-05-18 00:06:08
Substack sub,Fitness,264.47,2025-02-07 10:45:14
Amazon,,153.63,2022-05-19 09:28:34
Electricity bill,Shopping,277.95,2024-06-29 00:52:44
Amazon,,51.04,2025-01-02 11:33:21
Airbnb stay,Food,196.5,2022-05-08 13:47:26
Groceries,Health,165.71,2024-07-14 02:46:28
Coffee,Utilities,87.58,2024-03-15 06:25:15
Car repair,Health,229.92,2023-10-30 09:27:09
Train ticket,Shopping,298.43,2024-06-29 01:14:42
Movie ticket,Food,111.68,2025-01-30 05:00:59
Uber ride,Utilities,148.27,2024-11-06 10:46:13
Electricity bill,Health,230.91,2024-01-08 23:18:08
Electricity bill,Shopping,255.95,2024-02-29 14:18:01
Gas @ Chevron,Travel,43.45,2023-09-04 05:32:55
Pharmacy purchase,Fitness,293.75,2023-06-21 11:50:38
Uber ride,Shopping,220.87,2023-10-16 06:55:05
Subscription,Entertainment,167.95,2022-08-06 07:41:57
Gas @ Chevron,Travel,225.41,2025-02-06 14:24:25
Gas @ Chevron,Shopping,83.43,2023-02-18 18:19:40
Train ticket,Entertainment,259.15,2024-02-13 11:35:08
Uber ride,Utilities,110.94,2022-07-27 04:38:14
Dinner at restaurant,Entertainment,10.02,2022-08-16 16:04:43
Pharmacy purchase,Fitness,57.21,2025-01-05 22:40:37
Movie ticket,Health,188.02,2022-10-13 04:11:20
Movie ticket,Fitness,224.52,2024-08-24 02:31:08
Clothing purchase,Transportation,121.28,2024-11-08 22:04:01
Online course,Health,197.92,2022-08-12 10:34:04
Substack sub,Entertainment,146.98,2024-08-15 14:27:15
Amazon,,31.53,2022-11-26 06:03:11
Flight ticket,Health,78.4,2023-10-17 00:41:56
Uber ride,Health,278.21,2025-02-11 09:18:57
Gas @ Chevron,Utilities,27.84,2024-03-08 01:25:01
Coffee,Entertainment,21.63,2023-09-04 08:57:17
Online course,Shopping,89.04,2024-01-01 15:40:32
Gym membership,Transportation,203.52,2023-04-14 23:16:38
Online course,Fitness,251.65,2023-02-27 06:07:50
Subscription,Health,237.85,2025-03-30 08:18:21
Train ticket,Health,169.39,2025-04-12 04:49:21
Airbnb stay,Shopping,75.53,2023-08-27 08:41:34
Gym membership,Shopping,228.87,2022-12-08 05:35:22
Dinner at restaurant,Utilities,178.23,2025-02-20 12:31:40
Uber ride,Transportation,287.15,2024-01-21 06:21:41
Substack sub,Fitness,190.22,2025-04-11 06:40:49
Gym membership,Food,102.54,2024-10-02 15:31:16
Concert ticket,Travel,188.29,2023-03-17 16:02:40
Flight ticket,Health,241.57,2024-06-08 14:28:13
Substack sub,Transportation,255.38,2024-12-08 11:08:15
Movie ticket,Shopping,279.96,2022-06-16 11:42:30
Electricity bill,Food,195.0,2022-05-21 14:36:23
Uber ride,Shopping,259.8,2025-03-02 04:38:16
Airbnb stay,Entertainment,224.2,2022-08-25 00:54:28
Groceries,Shopping,8.12,2024-01-20 13:47:42
Uber ride,Fitness,68.4,2024-10-21 01:25:24
Clothing purchase,Entertainment,216.07,2025-03-18 23:38:06
Train ticket,Food,190.9,2023-07-14 14:20:18
Electricity bill,Health,181.06,2023-01-08 02:25:49
Concert ticket,Health,53.91,2023-12-23 02:28:44
Groceries,Travel,146.53,2024-10-01 08:18:35
Gym membership,Entertainment,241.8,2024-03-21 16:31:12
Gas @ Chevron,Shopping,98.58,2023-11-06 16:32:18
Coffee,Health,131.92,2022-06-30 14:56:11
Train ticket,Shopping,133.86,2024-05-29 09:51:44
Electricity bill,Fitness,46.3,2024-04-18 09:13:48
Concert ticket,Entertainment,195.25,2022-10-15 08:39:28
Airbnb stay,Entertainment,154.63,2025-01-26 08:30:10
Coffee,Entertainment,283.59,2023-06-30 12:01:56
Airbnb stay,Fitness,180.4,2025-03-01 05:31:06
Subscription,Shopping,145.8,2022-06-18 23:20:14
Flight ticket,Food,120.8,2023-10-13 02:27:13
Electricity bill,Health,71.82,2023-12-30 13:36:52
Uber ride,Travel,276.35,2023-09-25 23:16:03
Amazon,,45.15,2023-04-20 22:34:47
Gas @ Chevron,Food,227.8,2025-01-09 19:14:38
Electricity bill,Shopping,115.97,2024-08-19 19:05:04
Movie ticket,Health,111.21,2023-10-09 16:44:22
Movie ticket,Transportation,117.58,2024-01-12 05:04:52
Airbnb stay,Travel,275.36,2023-12-16 00:41:39
Clothing purchase,Transportation,193.28,2023-11-14 23:33:57
Online course,Fitness,114.54,2023-03-28 13:23:08
Uber ride,Utilities,258.02,2024-09-01 19:41:33
Airbnb stay,Transportation,247.3,2024-06-16 03:00:28
Amazon,,191.55,2022-11-14 21:43:12
Gym membership,Entertainment,173.66,2023-07-03 02:43:22
Clothing purchase,Travel,196.7,2022-09-30 21:39:47
Concert ticket,Health,113.24,2023-04-09 05:27:22
Online course,Travel,44.49,2023-12-21 11:36:38
Train ticket,Health,244.46,2024-08-13 16:38:30
Electricity bill,Travel,120.27,2023-05-10 15:13:57
Clothing purchase,Travel,250.24,2024-11-04 16:28:21
Flight ticket,Food,213.99,2023-12-22 05:22:16
Coffee,Travel,117.83,2024-02-18 00:00:04
Substack sub,Shopping,237.58,2023-05-15 07:12:07
Dinner at restaurant,Entertainment,36.88,2024-10-29 14:41:18
Groceries,Transportation,295.96,2022-12-23 06:46:51
Uber ride,Fitness,200.71,2022-07-02 01:55:45
Gym membership,Travel,204.94,2023-08-29 15:56:56
Gym membership,Health,81.48,2024-06-07 19:41:17
Subscription,Transportation,194.1,2023-01-20 18:26:24
Gas @ Chevron,Health,29.98,2023-06-04 18:08:16
Airbnb stay,Entertainment,85.59,2022-09-06 15:09:39
Electricity bill,Fitness,199.06,2022-12-10 17:04:14
Amazon,,95.83,2022-08-02 17:29:24
Train ticket,Travel,58.15,2023-12-26 01:47:52
Electricity bill,Food,44.95,2022-11-20 16:37:11
Train ticket,Utilities,140.79,2023-08-01 23:58:37
Gym membership,Travel,274.0,2023-06-05 07:12:40
Car repair,Health,46.83,2024-08-29 05:20:24
Airbnb stay,Transportation,253.31,2024-01-07 11:23:52
Clothing purchase,Fitness,22.01,2025-02-20 04:35:29
Substack sub,Health,21.67,2023-11-01 09:57:19
Groceries,Entertainment,36.43,2025-01-23 11:22:07
Train ticket,Health,109.87,2025-01-16 04:35:26
Groceries,Transportation,236.23,2023-11-28 13:54:25
Dinner at restaurant,Utilities,8.5,2022-10-31 14:33:37
Gym membership,Entertainment,93.47,2024-06-03 05:08:56
Car repair,Travel,157.33,2022-08-16 07:05:32
Train ticket,Travel,275.89,2023-12-02 17:55:43
Airbnb stay,Travel,181.81,2022-04-14 07:30:30
Dinner at restaurant,Health,95.82,2023-12-30 22:50:37
Subscription,Food,163.87,2022-09-12 18:16:53
Gym membership,Health,270.7,2024-08-19 05:03:07
Airbnb stay,Travel,145.67,2024-01-21 16:21:11
Amazon,,176.64,2024-09-04 16:44:15
Car repair,Utilities,44.14,2022-08-10 14:13:21
Subscription,Entertainment,183.06,2023-05-26 08:22:50
Flight ticket,Entertainment,221.9,2023-07-05 04:46:14
Clothing purchase,Food,246.09,2024-04-26 11:26:37
Groceries,Health,57.64,2024-01-13 23:03:41
Groceries,Fitness,13.49,2022-05-10 22:27:07
Movie ticket,Entertainment,200.93,2023-12-13 08:33:47
Groceries,Food,214.64,2022-06-30 07:23:25
Groceries,Health,243.61,2023-06-12 03:54:04
Substack sub,Travel,70.86,2024-07-26 02:40:21
Clothing purchase,Utilities,124.41,2024-04-23 12:26:03
Gas @ Chevron,Food,84.63,2023-12-26 21:14:33
Dinner at restaurant,Entertainment,139.77,2023-09-24 00:03:48
Flight ticket,Entertainment,137.66,2022-05-25 18:34:52
Subscription,Shopping,4.71,2024-02-23 12:08:02
Subscription,Utilities,233.99,2022-06-13 21:02:47
Dinner at restaurant,Entertainment,168.78,2022-08-29 08:14:20
Movie ticket,Shopping,91.71,2024-11-14 19:48:09
Uber ride,Transportation,25.96,2023-05-01 17:26:37
Concert ticket,Utilities,201.22,2022-09-27 12:54:53
Electricity bill,Transportation,188.63,2023-03-30 20:29:55
Uber ride,Utilities,211.58,2024-04-19 19:48:38
Electricity bill,Transportation,205.3,2024-03-28 21:11:13
Subscription,Health,9.35,2023-06-16 04:47:08
Pharmacy purchase,Travel,70.11,2024-05-13 05:38:49
Subscription,Health,198.39,2024-05-22 04:22:29
Pharmacy purchase,Travel,16.25,2023-01-26 01:10:09
Gym membership,Utilities,281.98,2023-02-21 02:21:22
Concert ticket,Shopping,50.79,2022-07-13 00:07:33
Car repair,Utilities,161.67,2023-06-10 14:30:00
Substack sub,Utilities,262.92,2023-07-28 07:53:01
Flight ticket,Travel,76.78,2022-10-19 23:27:34
Online course,Utilities,22.37,2024-06-20 11:31:05
Flight ticket,Utilities,145.3,2024-09-25 11:34:33
Clothing purchase,Health,153.21,2022-09-02 16:41:33
Pharmacy purchase,Entertainment,9.94,2024-12-01 13:01:52
Train ticket,Shopping,62.1,2023-12-04 23:24:47
Airbnb stay,Entertainment,214.96,2024-12-26 23:51:22
Amazon,,232.83,2023-02-01 03:58:58
Airbnb stay,Utilities,38.88,2022-10-06 18:06:46
Subscription,Transportation,145.12,2024-07-11 12:44:43
Pharmacy purchase,Fitness,95.3,2022-11-15 22:07:46
Online course,Travel,168.3,2022-06-12 17:18:36
Car repair,Entertainment,40.37,2022-12-28 17:27:15
Concert ticket,Fitness,126.42,2024-04-15 02:58:55
Amazon,,97.66,2022-06-02 17:58:21
Electricity bill,Fitness,275.53,2025-02-08 07:29:24
Online course,Food,149.39,2025-03-22 15:27:03
Subscription,Food,51.39,2023-08-11 09:37:20
Uber ride,Transportation,15.99,2025-03-14 18:09:33
Substack sub,Health,177.74,2022-12-31 04:41:42
Subscription,Shopping,189.39,2024-09-21 22:47:03
Substack sub,Shopping,263.96,2023-02-18 13:39:31
Amazon,,208.3,2022-07-20 21:38:03
Dinner at restaurant,Shopping,57.2,2022-06-23 05:13:29
Pharmacy purchase,Entertainment,57.82,2023-10-26 08:37:57
Online course,Food,72.81,2023-10-16 14:55:04
Clothing purchase,Health,208.91,2022-10-25 23:11:11
Groceries,Travel,189.39,2023-04-02 04:23:56
Pharmacy purchase,Fitness,19.79,2023-10-09 21:23:43
Gas @ Chevron,Food,46.74,2023-01-25 23:14:06
Concert ticket,Entertainment,156.72,2023-07-26 11:49:13
Subscription,Utilities,123.86,2024-07-16 15:20:38
Subscription,Travel,146.19,2024-03-20 22:34:26
Substack sub,Health,288.05,2025-01-31 01:08:57
Clothing purchase,Transportation,34.01,2023-12-12 13:04:48
Train ticket,Entertainment,144.82,2024-01-14 12:59:25
Subscription,Food,229.92,2024-08-20 10:24:23
Car repair,Fitness,265.49,2024-11-20 23:13:19
Movie ticket,Entertainment,10.39,2024-02-09 07:22:56
Online course,Health,181.82,2024-12-29 08:59:54
Gym membership,Travel,146.56,2024-11-21 05:18:15
Groceries,Health,51.3,2022-04-28 04:12:17
Gas @ Chevron,Utilities,195.09,2024-08-28 16:44:57
Gym membership,Health,271.83,2024-03-24 17:20:56
Groceries,Health,100.05,2024-06-11 22:26:01
Gas @ Chevron,Transportation,228.67,2022-05-09 06:32:07
Amazon,,297.34,2023-03-16 05:12:38
Flight ticket,Food,47.66,2024-06-20 10:15:15
Gym membership,Utilities,288.61,2023-05-17 23:58:27
Electricity bill,Food,259.33,2022-11-08 18:34:48
Subscription,Entertainment,204.2,2023-06-05 16:33:04
Online course,Travel,198.49,2022-09-27 17:09:07
Gym membership,Transportation,263.54,2024-06-24 01:58:03
Gas @ Chevron,Fitness,30.58,2025-01-23 18:15:48
Pharmacy purchase,Fitness,221.42,2024-11-29 16:43:55
Clothing purchase,Utilities,77.59,2023-04-05 00:02:20
Online course,Shopping,163.9,2023-04-03 03:25:47
Dinner at restaurant,Health,105.77,2024-07-14 02:03:18
Airbnb stay,Shopping,121.3,2024-10-24 12:35:52
Uber ride,Health,129.44,2024-11-30 15:20:23
Gas @ Chevron,Entertainment,241.41,2024-09-22 14:15:40
Gas @ Chevron,Utilities,10.94,2024-10-01 03:17:14
Online course,Shopping,227.89,2022-09-25 23:48:16
Airbnb stay,Shopping,147.22,2023-05-21 14:42:07
Uber ride,Health,293.75,2022-10-24 08:08:48
Gas @ Chevron,Food,79.12,2023-03-09 03:09:38
Electricity bill,Health,225.13,2024-09-21 11:18:41
Gym membership,Utilities,82.0,2022-06-06 15:42:04
Amazon,,198.86,2023-10-01 19:24:43
Subscription,Fitness,38.9,2022-10-23 12:52:21
Amazon,,249.79,2025-03-08 18:17:24
Subscription,Utilities,146.55,2024-08-10 11:57:41
Subscription,Food,143.19,2023-12-02 14:09:57
Car repair,Health,191.07,2022-10-17 23:27:16
Amazon,,177.86,2024-02-03 16:50:55
Gym membership,Fitness,297.53,2023-12-19 06:52:31
Train ticket,Health,7.79,2022-07-28 10:54:17
Concert ticket,Utilities,260.72,2022-06-20 22:48:52
Subscription,Transportation,3.27,2022-12-17 04:08:35
Airbnb stay,Fitness,94.9,2022-09-08 05:13:36
Uber ride,Health,262.69,2024-09-06 08:43:23
Groceries,Food,251.91,2023-10-13 19:51:23
Online course,Food,271.21,2023-06-16 21:35:52
Subscription,Fitness,239.45,2023-05-04 09:48:52
Concert ticket,Health,180.17,2024-10-03 02:34:33
Dinner at restaurant,Utilities,248.51,2022-07-28 06:22:13
Groceries,Transportation,117.67,2024-04-18 01:48:12
Groceries,Transportation,186.51,2022-12-17 06:24:46
Substack sub,Utilities,74.93,2024-05-04 16:15:12
Coffee,Health,145.21,2023-02-22 20:17:13
Uber ride,Health,156.56,2025-03-05 06:52:18
Train ticket,Entertainment,4.37,2023-03-06 23:11:20
Car repair,Transportation,74.7,2022-05-06 19:15:43
Substack sub,Travel,261.38,2023-08-22 13:35:20
Train ticket,Travel,199.23,2022-05-05 17:35:09
Airbnb stay,Food,127.61,2024-11-27 05:54:42
Airbnb stay,Transportation,276.64,2024-02-19 16:06:33
Gym membership,Transportation,252.14,2022-08-30 08:42:25
Airbnb stay,Transportation,38.97,2023-01-17 14:14:33
Uber ride,Utilities,278.09,2025-03-24 23:39:58
Groceries,Travel,123.46,2023-05-25 21:05:39
Clothing purchase,Shopping,103.16,2023-11-14 09:49:03
Online course,Utilities,164.85,2025-02-27 07:42:54
Clothing purchase,Travel,187.22,2024-09-05 02:57:50
Pharmacy purchase,Shopping,122.22,2023-07-05 02:21:06
Clothing purchase,Entertainment,130.88,2025-01-07 11:44:21
Uber ride,Transportation,121.2,2024-09-25 22:44:45
Online course,Entertainment,233.51,2024-12-10 19:39:26
Substack sub,Shopping,208.96,2023-09-23 12:32:00
Substack sub,Fitness,152.9,2024-03-26 16:32:05
Concert ticket,Food,24.11,2024-10-15 15:27:51
Movie ticket,Utilities,294.66,2024-02-03 23:15:19
Clothing purchase,Fitness,167.31,2024-01-20 07:20:55
Gas @ Chevron,Food,249.51,2023-12-01 08:43:57
Groceries,Travel,230.78,2024-08-24 21:05:13
Uber ride,Entertainment,189.08,2023-12-21 05:51:15
Gas @ Chevron,Entertainment,272.32,2023-09-07 04:07:11
Clothing purchase,Travel,97.26,2025-01-10 16:36:44
Concert ticket,Transportation,181.34,2023-03-04 04:28:02
Car repair,Transportation,243.64,2025-03-11 07:12:37
Coffee,Health,214.62,2022-11-18 08:58:00
Concert ticket,Shopping,231.27,2022-04-21 18:01:23
Gym membership,Utilities,162.49,2023-03-16 20:38:18
Train ticket,Food,289.0,2024-12-23 12:17:38
Train ticket,Transportation,27.0,2022-08-11 12:20:35
Clothing purchase,Transportation,155.15,2024-04-05 16:42:21
Substack sub,Shopping,209.42,2024-12-28 05:58:17
Concert ticket,Food,71.48,2025-02-08 03:49:59
Groceries,Entertainment,222.43,2024-06-04 12:34:04
Airbnb stay,Transportation,179.23,2022-12-31 05:02:25
Uber ride,Health,189.27,2022-12-09 00:20:38
Movie ticket,Travel,114.28,2023-09-01 14:21:48
Concert ticket,Food,272.93,2023-04-13 13:33:21
Gas @ Chevron,Fitness,179.22,2022-11-29 12:06:21
Groceries,Entertainment,130.96,2023-08-11 00:52:58
Flight ticket,Utilities,92.67,2023-01-26 23:40:30
Subscription,Entertainment,266.9,2024-05-19 09:25:14
Movie ticket,Transportation,232.31,2023-09-08 12:51:55
Pharmacy purchase,Utilities,110.83,2024-10-25 08:56:14
Gym membership,Entertainment,248.45,2023-01-06 14:47:39
Gas @ Chevron,Entertainment,289.75,2023-07-06 17:51:36
Coffee,Health,197.57,2024-10-13 13:06:32
Airbnb stay,Shopping,179.47,2023-11-02 09:14:25
Airbnb stay,Fitness,175.11,2024-05-10 02:42:44
Concert ticket,Utilities,31.33,2024-09-04 09:43:11
Dinner at restaurant,Fitness,296.28,2025-01-23 20:43:12
Flight ticket,Food,242.92,2022-12-13 01:42:14
Coffee,Fitness,191.23,2024-09-11 08:20:19
Amazon,,296.94,2023-05-14 23:38:36
Substack sub,Health,171.65,2023-06-01 18:30:48
Uber ride,Health,6.89,2024-12-27 14:50:32
Dinner at restaurant,Travel,165.02,2025-02-09 09:02:04
Electricity bill,Health,153.82,2022-08-01 11:30:16
Gym membership,Transportation,43.69,2024-08-07 09:34:44
Concert ticket,Transportation,274.84,2022-05-19 11:05:41
Subscription,Fitness,71.84,2023-12-19 14:43:00
Clothing purchase,Entertainment,157.05,2023-11-10 03:55:58
Car repair,Entertainment,228.89,2024-04-28 04:42:29
Clothing purchase,Health,186.01,2022-09-29 21:04:46
Subscription,Utilities,150.35,2024-09-10 14:52:24
Car repair,Transportation,289.75,2024-04-03 01:17:28
Clothing purchase,Transportation,273.44,2024-05-22 06:16:04
Train ticket,Travel,284.5,2023-10-12 23:20:22
Gas @ Chevron,Shopping,161.01,2022-10-10 19:00:10
Gym membership,Utilities,144.83,2023-05-26 20:49:33
Clothing purchase,Food,53.82,2023-11-25 23:13:37
Subscription,Food,223.02,2024-01-17 09:15:05
Clothing purchase,Health,76.34,2024-08-12 19:32:17
Gas @ Chevron,Utilities,196.31,2024-09-15 18:38:16
Subscription,Entertainment,122.04,2024-03-24 00:42:52
Airbnb stay,Entertainment,193.12,2023-08-28 04:02:23
Concert ticket,Utilities,39.15,2022-07-15 21:55:38
Gym membership,Fitness,50.33,2023-09-19 10:56:14
Train ticket,Utilities,274.47,2023-03-30 13:13:35
Online course,Entertainment,258.79,2023-12-16 12:18:21
Amazon,,50.92,2023-06-03 16:28:35
Online course,Utilities,213.21,2023-08-03 11:58:37
Airbnb stay,Food,139.93,2022-07-21 04:00:22
Car repair,Entertainment,49.73,2024-05-08 18:52:44
Car repair,Fitness,39.6,2023-02-23 22:16:23
Dinner at restaurant,Shopping,32.1,2023-08-26 22:46:36
Dinner at restaurant,Health,159.38,2024-05-16 19:49:16
Pharmacy purchase,Health,113.26,2023-12-16 01:46:38
Electricity bill,Health,114.55,2022-07-08 17:31:51
Dinner at restaurant,Travel,151.41,2022-12-20 13:01:12
Coffee,Fitness,13.0,2024-11-29 05:35:36
Train ticket,Shopping,202.54,2024-06-25 08:21:10
Dinner at restaurant,Fitness,124.11,2024-07-18 18:58:31
Substack sub,Transportation,69.29,2024-08-14 08:50:50
Gym membership,Health,224.11,2024-12-14 19:14:15
Groceries,Fitness,87.54,2023-09-14 09:03:37
Clothing purchase,Health,84.5,2023-11-11 19:26:51
Gym membership,Utilities,100.18,2022-07-22 17:24:01
Coffee,Transportation,213.78,2022-05-11 16:33:32
Dinner at restaurant,Shopping,48.09,2024-07-03 13:33:52
Electricity bill,Food,150.63,2024-06-29 15:33:07
Movie ticket,Fitness,208.25,2024-04-12 16:08:07
Movie ticket,Transportation,293.7,2022-07-30 18:38:04
Electricity bill,Entertainment,200.53,2025-02-28 20:57:08
Electricity bill,Health,171.68,2023-04-06 03:24:02
Clothing purchase,Shopping,172.84,2022-06-04 11:32:17
